Treatment/Control,Year,Array,Tube,z,Date,Length (cm),Width (cm),Volume (cm3),Set
Treatment,1,6,1,7,11/04/2017,1.66456,0.064822734,0.005493430785063,1
Treatment,1,6,1,10,11/04/2017,0.22395,0.022050018,8.55181855805568E-05,1
Treatment,1,6,1,11,11/04/2017,0.35161,0.040692266,0.000457271866342,1
Treatment,1,6,1,12,11/04/2017,0.69705,0.063305552,0.002194002136291,1
Treatment,1,6,2,1,11/04/2017,1.42641,0.048743408,0.002661740241097,1
Treatment,1,6,2,2,11/04/2017,0.68247,0.152120096,0.012403557423166,1
Treatment,1,6,2,2,11/04/2017,1.56074,0.144837821,0.02571485267442,1
Treatment,1,6,2,3,11/04/2017,0.31399,0.035211573,0.000305756842376,1
Treatment,1,6,2,4,11/04/2017,0.0802,0.039688365,9.92179612944919E-05,1
Treatment,1,6,2,4,11/04/2017,0.25163,0.051464772,0.000523446184308,1
Treatment,1,6,2,4,11/04/2017,0.05896,0.07347862,0.000250016673106,1
Treatment,1,6,2,4,11/04/2017,0.18285,0.080856574,0.000938890945282,1
Treatment,1,6,2,5,11/04/2017,0.59358,0.079141722,0.002919979249507,1
Treatment,1,6,2,5,11/04/2017,1.26439,0.083938522,0.006996699188843,1
Treatment,1,6,2,5,11/04/2017,0.46562,0.078666319,0.002263074227579,1
Treatment,1,6,2,5,11/04/2017,1.2958,0.079878327,0.006493598171902,1
Treatment,1,6,2,6,11/04/2017,1.37398,0.05916794,0.003777833590103,1
Treatment,1,6,2,7,11/04/2017,0.55005,0.06682986,0.001929446701381,1
Treatment,1,6,2,13,11/04/2017,0.03652,0.041827219,5.01808789399716E-05,1
Treatment,1,6,2,13,11/04/2017,0.02827,0.024168381,1.29691179620239E-05,1
Treatment,1,6,2,13,11/04/2017,0.80898,0.057850493,0.002126382689653,1
Treatment,1,6,3,1,11/04/2017,1.09526,0.033495212,0.000965099750661,1
Treatment,1,6,3,2,11/04/2017,0.64282,0.039826563,0.000800800899939,1
Treatment,1,6,3,2,11/04/2017,0.26395,0.018115753,6.80336798752239E-05,1
Treatment,1,6,3,4,11/04/2017,0.67737,0.029796119,0.000472318409133,1
Treatment,1,6,3,4,11/04/2017,0.52002,0.02352891,0.00022610656826,1
Treatment,1,6,3,4,11/04/2017,1.13564,0.027430191,0.000671100958181,1
Treatment,1,6,3,5,11/04/2017,0.54248,0.020145259,0.000172909540447,1
Treatment,1,6,3,5,11/04/2017,0.56479,0.016388188,0.000119134730838,1
Treatment,1,6,3,6,11/04/2017,0.62929,0.037627971,0.000699780677177,1
Treatment,1,6,4,11,11/04/2017,0.47636,0.060803509,0.001383190787724,1
Treatment,1,1,1,9,08/05/2017,0.57873,0.018381985,0.000153585538592,2
Treatment,1,1,2,2,08/05/2017,0.80613,0.035866846,0.000814481031297,2
Treatment,1,1,2,2,08/05/2017,0.74389,0.036882653,0.000794771967155,2
Treatment,1,1,2,2,08/05/2017,3.04504,0.074169154,0.013156160622978,2
Treatment,1,1,2,3,08/05/2017,1.53543,0.024470638,0.000722121243357,2
Treatment,1,1,3,1,08/05/2017,0.69993,0.033071766,0.000601255269734,2
Treatment,1,1,3,2,08/05/2017,0.37906,0.037337396,0.000415035766665,2
Treatment,1,1,3,2,08/05/2017,1.77009,0.031335902,0.00136511507862,2
Treatment,1,1,3,2,08/05/2017,0.2959,0.023040567,0.000123373192882,2
Treatment,1,1,3,3,08/05/2017,0.75818,0.025506058,0.000387390105827,2
Treatment,1,1,3,3,08/05/2017,0.45637,0.020200857,0.000146266945139,2
Treatment,1,1,4,3,08/05/2017,0.98637,0.035734365,0.000989239632933,2
Control,1,2,1,3,08/05/2017,0.79624,0.059636435,0.002224113024846,2
Control,1,2,1,4,08/05/2017,1.26594,0.030471744,0.000923203110743,2
Control,1,2,1,4,08/05/2017,0.52363,0.039530782,0.000642665292476,2
Control,1,2,1,5,08/05/2017,1.00909,0.033500268,0.000889438613432,2
Control,1,2,1,5,08/05/2017,0.1748,0.028261652,0.000109654392108,2
Control,1,2,1,6,08/05/2017,0.3636,0.050942999,0.000741109542787,2
Control,1,2,1,6,08/05/2017,0.44392,0.022605655,0.000178167471579,2
Control,1,2,1,6,08/05/2017,0.99884,0.064485824,0.003262225271595,2
Control,1,2,1,6,08/05/2017,1.34296,0.046798634,0.002310037049251,2
Control,1,2,1,6,08/05/2017,0.73058,0.052684193,0.001592641241625,2
Control,1,2,1,7,08/05/2017,0.86327,0.045198918,0.001385135437074,2
Control,1,2,1,7,08/05/2017,1.49906,0.064529262,0.004902548817775,2
Control,1,2,1,8,08/05/2017,1.32232,0.055435908,0.003191599672943,2
Control,1,2,1,8,08/05/2017,0.49151,0.043439436,0.000728434033626,2
Control,1,2,1,9,08/05/2017,0.16424,0.024290247,7.61083510967494E-05,2
Control,1,2,1,9,08/05/2017,0.29348,0.039243044,0.000354971429557,2
Control,1,2,1,9,08/05/2017,1.29517,0.054035737,0.002970150454731,2
Control,1,2,1,11,08/05/2017,0.77331,0.019201325,0.000223926523587,2
Control,1,2,1,12,08/05/2017,0.52986,0.035777292,0.000532679006079,2
Control,1,2,1,12,08/05/2017,0.43625,0.069694698,0.001664272494375,2
Control,1,2,1,12,08/05/2017,0.55722,0.043373317,0.000823306384319,2
Control,1,2,1,12,08/05/2017,1.69644,0.034999659,0.001632133371503,2
Control,1,2,1,13,08/05/2017,1.55709,0.048770368,0.002908809603021,2
Control,1,2,1,13,08/05/2017,0.18661,0.012747489,2.38162685740716E-05,2
Control,1,2,2,7,08/05/2017,0.03247,0.02688673,1.84351966691985E-05,2
Control,1,2,2,7,08/05/2017,0.1618,0.039911029,0.000202420215057,2
Control,1,2,2,7,08/05/2017,0.11011,0.023403055,4.73654190246767E-05,2
Control,1,2,2,7,08/05/2017,1.11545,0.033725131,0.000996430271594,2
Control,1,2,2,7,08/05/2017,1.79691,0.027725132,0.00108483349317,2
Control,1,2,2,7,08/05/2017,0.08094,0.027367949,4.7614279650093E-05,2
Control,1,2,2,7,08/05/2017,0.06523,0.027856774,3.97556203548984E-05,2
Control,1,2,2,7,08/05/2017,0.03796,0.013734373,5.62384566677686E-06,2
Control,1,2,2,7,08/05/2017,0.09408,0.028722119,6.095646560788E-05,2
Control,1,2,2,7,08/05/2017,0.52599,0.020538364,0.000174260395424,2
Control,1,2,2,7,08/05/2017,0.39723,0.023695507,0.000175171547171,2
Control,1,2,2,7,08/05/2017,1.14084,0.022507026,0.000453889859099,2
Control,1,2,2,8,08/05/2017,1.4825,0.035385988,0.001457964227729,2
Control,1,2,2,8,08/05/2017,0.23446,0.026700112,0.000131275729827,2
Control,1,2,2,8,08/05/2017,0.6295,0.027411704,0.000371498715117,2
Control,1,2,2,8,08/05/2017,0.6295,0.027411704,0.000371498715117,2
Control,1,2,2,8,08/05/2017,1.10747,0.064958133,0.00367019004818,2
Control,1,2,2,8,08/05/2017,1.3135,0.09541036,0.009390974487469,2
Control,1,2,2,9,08/05/2017,1.17513,0.121967534,0.013729790621925,2
Control,1,2,3,3,08/05/2017,1.39965,0.072691003,0.005808584153715,2
Control,1,2,3,3,08/05/2017,0.35255,0.047217057,0.000617316751716,2
Control,1,2,3,3,08/05/2017,1.54018,0.058886277,0.004194586832432,2
Control,1,2,3,3,08/05/2017,0.30637,0.041625164,0.000416915139793,2
Control,1,2,3,3,08/05/2017,1.23759,0.086031123,0.007194116890261,2
Control,1,2,3,3,08/05/2017,0.98757,0.075051246,0.004368911191734,2
Control,1,2,3,3,08/05/2017,0.33591,0.062577374,0.001033111310763,2
Control,1,2,3,3,08/05/2017,0.97236,0.063593973,0.003088506472321,2
Control,1,2,3,3,08/05/2017,0.2008,0.026897768,0.000114100017162,2
Control,1,2,3,4,08/05/2017,0.75001,0.018383247,0.000199067798431,2
Control,1,2,3,4,08/05/2017,0.40721,0.021430516,0.000146883565156,2
Control,1,2,3,4,08/05/2017,1.55834,0.100328013,0.01231958717985,2
Control,1,2,3,5,08/05/2017,0.44547,0.032861769,0.000377824271336,2
Control,1,2,3,5,08/05/2017,0.41688,0.031326484,0.000321309733444,2
Control,1,2,3,6,08/05/2017,0.48436,0.042208908,0.000677744525304,2
Control,1,2,3,6,08/05/2017,0.67684,0.108391559,0.006245489131699,2
Control,1,2,3,7,08/05/2017,0.52487,0.051630886,0.001098905685868,2
Control,1,2,3,7,08/05/2017,1.4842,0.032599976,0.00123884365964,2
Control,1,2,3,7,08/05/2017,0.19188,0.038817527,0.000227077943184,2
Control,1,2,3,7,08/05/2017,0.4467,0.026129382,0.000239532111713,2
Control,1,2,3,7,08/05/2017,1.14195,0.094235037,0.007964553139136,2
Control,1,2,3,7,08/05/2017,1.60861,0.085848217,0.009311139600136,2
Control,1,2,3,8,08/05/2017,1.30681,0.067458226,0.004670590544096,2
Control,1,2,3,8,08/05/2017,1.27072,0.087942627,0.007718594917278,2
Control,1,2,3,9,08/05/2017,0.61927,0.064660695,0.002033528636473,2
Control,1,2,3,9,08/05/2017,1.24018,0.069951424,0.004766146172525,2
Control,1,2,3,9,08/05/2017,0.49778,0.094699541,0.003506087141105,2
Control,1,2,3,10,08/05/2017,0.43484,0.008351679,2.38213620064891E-05,2
Control,1,2,3,11,08/05/2017,1.35183,0.039346814,0.00164373097534,2
Control,1,2,3,11,08/05/2017,1.19339,0.034044522,0.001086341550105,2
Control,1,2,3,11,08/05/2017,0.75054,0.04840178,0.001380975660007,2
Control,1,2,3,11,08/05/2017,0.37798,0.03497401,0.000363119184992,2
Control,1,2,3,13,08/05/2017,0.762,0.039346814,0.000926538842317,2
Control,1,2,4,3,08/05/2017,0.5534,0.009757321,4.137993984186E-05,2
Control,1,2,4,3,08/05/2017,0.27286,0.016175695,5.60731931706126E-05,2
Control,1,2,4,4,08/05/2017,0.71619,0.042127497,0.000998272436706,2
Control,1,2,4,4,08/05/2017,0.38725,0.023024653,0.000161237898256,2
Control,1,2,4,4,08/05/2017,0.78454,0.018662315,0.000214602924895,2
Control,1,2,4,4,08/05/2017,1.45971,0.025493628,0.000745108274777,2
Control,1,2,4,4,08/05/2017,0.44561,0.022006105,0.000169484819243,2
Control,1,2,4,4,08/05/2017,0.56337,0.031926518,0.000451010177801,2
Control,1,2,4,4,08/05/2017,0.62258,0.056953561,0.001586084957905,2
Control,1,2,4,4,08/05/2017,0.64898,0.038718601,0.000764117491315,2
Control,1,2,4,5,08/05/2017,0.50251,0.021193532,0.000177272309642,2
Control,1,2,4,5,08/05/2017,0.74514,0.034844951,0.000710570393474,2
Control,1,2,4,5,08/05/2017,0.04281,0.017914026,1.07899924991343E-05,2
Control,1,2,4,5,08/05/2017,0.04281,0.017914026,1.07899924991343E-05,2
Control,1,2,4,5,08/05/2017,0.86108,0.064039094,0.002773469375613,2
Control,1,2,4,6,08/05/2017,1.25606,0.038566924,0.001467337119247,2
Control,1,2,4,7,08/05/2017,1.1935,0.033148485,0.001030004937933,2
Control,1,2,4,8,08/05/2017,1.42,0.038598751,0.001661591884741,2
Control,1,2,4,9,08/05/2017,1.1088,0.043783367,0.001669402442174,2
Control,1,2,4,10,08/05/2017,0.91283,0.103272455,0.007646248734641,2
Control,1,2,4,11,08/05/2017,0.7017,0.047238015,0.001229771065317,2
Control,1,2,4,12,08/05/2017,1.29874,0.089904703,0.008244732176608,2
Control,1,2,4,12,08/05/2017,1.01045,0.166523624,0.022006757114063,2
Control,1,3,1,2,08/05/2017,0.53819,0.016043217,0.000108794778942,2
Control,1,3,1,2,08/05/2017,0.2497,0.015871441,4.94015726993041E-05,2
Control,1,3,1,2,08/05/2017,0.27382,0.055572104,0.000664153338805,2
Control,1,3,1,2,08/05/2017,1.47062,0.023041675,0.000613222492173,2
Control,1,3,1,4,08/05/2017,1.18218,0.025628737,0.000609856323186,2
Control,1,3,1,4,08/05/2017,0.98036,0.004513924,1.56885780636729E-05,2
Control,1,3,1,5,08/05/2017,0.78718,0.018118559,0.000202960196635,2
Control,1,3,1,8,08/05/2017,0.36951,0.017949651,9.3503470046365E-05,2
Control,1,3,1,9,08/05/2017,0.74262,0.057312499,0.001915820635291,2
Control,1,3,1,9,08/05/2017,0.39241,0.025543196,0.00020108517455,2
Control,1,3,1,12,08/05/2017,0.30689,0.006319472,9.62573363420132E-06,2
Control,1,3,2,1,08/05/2017,0.84921,0.035590423,0.000844833085808,2
Control,1,3,2,2,08/05/2017,1.07735,0.045749615,0.001771010833633,2
Control,1,3,2,2,08/05/2017,0.1468,0.031828183,0.000116799037242,2
Control,1,3,2,2,08/05/2017,1.00319,0.033755173,0.000897745806618,2
Control,1,3,2,3,08/05/2017,0.45653,0.028363457,0.000288454395497,2
Control,1,3,2,3,08/05/2017,0.27453,0.037557634,0.000304141564375,2
Control,1,3,2,3,08/05/2017,0.08506,0.018520781,2.2915718874487E-05,2
Control,1,3,2,3,08/05/2017,0.73242,0.023321464,0.000312868131758,2
Control,1,3,2,3,08/05/2017,0.20053,0.035722469,0.000200979519874,2
Control,1,3,2,3,08/05/2017,0.77882,0.128454595,0.010093130732723,2
Control,1,3,2,3,08/05/2017,1.46717,0.042292076,0.002061047309094,2
Control,1,3,2,3,08/05/2017,0.13244,0.026676415,7.40224775065791E-05,2
Control,1,3,2,3,08/05/2017,0.08002,0.019719677,2.44392377201946E-05,2
Control,1,3,2,3,08/05/2017,0.41534,0.036529452,0.000435290899318,2
Control,1,3,2,3,08/05/2017,0.21078,0.024945819,0.000103018316508,2
Control,1,3,2,3,08/05/2017,0.5665,0.028255681,0.000355222925303,2
Control,1,3,2,3,08/05/2017,1.409,0.025040216,0.000693867664918,2
Control,1,3,2,3,08/05/2017,0.91521,0.041250939,0.00122314501341,2
Control,1,3,2,3,08/05/2017,0.44108,0.031339073,0.00034023514494,2
Control,1,3,2,4,08/05/2017,0.27806,0.027480423,0.000164920582413,2
Control,1,3,2,5,08/05/2017,1.12594,0.014257235,0.000179752681913,2
Control,1,3,2,7,08/05/2017,0.10601,0.020017723,3.33630464137404E-05,2
Control,1,3,2,7,08/05/2017,0.06951,0.024463453,3.26717440262174E-05,2
Control,1,3,2,7,08/05/2017,0.8409,0.026788649,0.000473953233802,2
Control,1,3,2,7,08/05/2017,0.51934,0.02354047,0.000226032842843,2
Control,1,3,2,8,08/05/2017,0.25218,0.0121896,2.94292411698546E-05,2
Control,1,3,2,9,08/05/2017,0.39366,0.030494242,0.000287505718789,2
Control,1,3,2,10,08/05/2017,1.1424,0.046478677,0.001938274240169,2
Control,1,3,2,10,08/05/2017,0.24966,0.020914055,8.57659637831566E-05,2
Control,1,3,2,02-Apr,08/05/2017,1.84948,0.040969996,0.002438209375593,2
Control,1,3,2,02-Apr,08/05/2017,2.29818,0.116978207,0.024699233515861,2
Control,1,3,3,1,08/05/2017,0.74366,0.019016928,0.000211224680191,2
Control,1,3,3,2,08/05/2017,0.72134,0.009559876,5.17766619905588E-05,2
Control,1,3,3,2,08/05/2017,0.59541,0.020736986,0.000201092979031,2
Control,1,3,3,7,08/05/2017,0.34173,0.021708424,0.000126482142048,2
Control,1,3,3,8,08/05/2017,0.4859,0.031522743,0.000379214046869,2
Control,1,3,3,8,08/05/2017,0.25947,0.009733535,1.93071360135666E-05,2
Control,1,3,3,9,08/05/2017,0.25947,0.009733535,1.93071360135666E-05,2
Control,1,3,3,11,08/05/2017,1.14635,0.015051263,0.000203963585963,2
Control,1,3,4,2,08/05/2017,1.18342,0.17924212,0.029861289850747,2
Control,1,3,4,2,08/05/2017,0.61986,0.026703914,0.000347162628442,2
Control,1,3,4,2,08/05/2017,0.23076,0.023291072,9.83170865821275E-05,2
Control,1,3,4,3,08/05/2017,0.26655,0.0222685,0.000103812614672,2
Control,1,3,4,3,08/05/2017,1.03371,0.02802281,0.000637546104613,2
Control,1,3,4,5,08/05/2017,0.76617,0.054960798,0.001817693762782,2
Control,1,3,4,5,08/05/2017,0.14023,0.044692167,0.000219985104128,2
Control,1,3,4,9,08/05/2017,0.1886,0.036918137,0.000201888116874,2
Control,1,3,4,9,08/05/2017,0.25132,0.037926854,0.000283929295772,2
Control,1,3,4,10,08/05/2017,0.96743,0.036451448,0.001009575110432,2
Control,1,3,4,10,08/05/2017,1.3111,0.036158169,0.001346288674923,2
Control,1,3,4,10,08/05/2017,0.63666,0.061775345,0.001908215584646,2
Control,1,3,4,13,08/05/2017,0.13528,0.075931816,0.000612591099406,2
Treatment,1,4,1,3,08/05/2017,0.55036,0.009901293,4.23760235503153E-05,2
Treatment,1,4,1,5,08/05/2017,0.60546,0.024675702,0.000289543623207,2
Treatment,1,4,1,6,08/05/2017,0.50477,0.014881688,8.77985695818249E-05,2
Treatment,1,4,1,6,08/05/2017,0.91073,0.028098202,0.000564723964786,2
Treatment,1,4,1,6,08/05/2017,0.50049,0.03380189,0.000449124645351,2
Treatment,1,4,1,7,08/05/2017,1.40622,0.060278919,0.004013041913773,2
Treatment,1,4,1,8,08/05/2017,0.52103,0.013459209,7.41295422954494E-05,2
Treatment,1,4,1,8,08/05/2017,1.36947,0.027958424,0.000840751035973,2
Treatment,1,4,1,11,08/05/2017,0.75431,0.006308652,2.3578301810984E-05,2
Treatment,1,4,1,11,08/05/2017,1.41444,0.067947536,0.005128867374417,2
Treatment,1,4,1,11,08/05/2017,0.47644,0.098174685,0.003606589911013,2
Treatment,1,4,1,11,08/05/2017,1.64257,0.104437733,0.014071107255354,2
Treatment,1,4,1,12,08/05/2017,1.5598,0.043983417,0.002369934605209,2
Treatment,1,4,1,12,08/05/2017,0.73115,0.047643994,0.001303503859587,2
Treatment,1,4,2,1,08/05/2017,0.50213,0.015725063,9.75192768036672E-05,2
Treatment,1,4,2,1,08/05/2017,0.30062,0.031670776,0.000236823499457,2
Treatment,1,4,2,1,08/05/2017,0.3047,0.020220702,9.78485572528808E-05,2
Treatment,1,4,2,1,08/05/2017,1.15937,0.01829906,0.000304908221746,2
Treatment,1,4,2,3,08/05/2017,1.0827,0.00931039,7.37111858488521E-05,2
Treatment,1,4,2,4,08/05/2017,1.98003,0.101043001,0.015877194232688,2
Treatment,1,4,2,4,08/05/2017,0.62105,0.079924981,0.00311588316007,2
Treatment,1,4,2,5,08/05/2017,1.61099,0.111757157,0.015802763824008,2
Treatment,1,4,2,5,08/05/2017,0.6002,0.038611613,0.000702783238467,2
Treatment,1,4,2,5,08/05/2017,0.72779,0.093298088,0.004975549896024,2
Treatment,1,4,2,6,08/05/2017,0.00453,0.065192515,1.51210931139772E-05,2
Treatment,1,4,2,6,08/05/2017,0.4707,0.008552025,2.70378177528833E-05,2
Treatment,1,4,2,7,08/05/2017,1.74208,0.101441948,0.014079679541484,2
Treatment,1,4,2,7,08/05/2017,0.17254,0.043174277,0.000252597736966,2
Treatment,1,4,2,8,08/05/2017,0.53472,0.024880386,0.000259974152063,2
Treatment,1,4,2,8,08/05/2017,0.32862,0.024880386,0.000159770919081,2
Treatment,1,4,2,10,08/05/2017,0.2903,0.011596136,3.06593646398816E-05,2
Treatment,1,4,2,10,08/05/2017,1.46803,0.02219548,0.000568006791267,2
Treatment,1,4,2,11,08/05/2017,0.34627,0.01423444,5.51042573607988E-05,2
Treatment,1,4,2,11,08/05/2017,0.87141,0.008758964,5.25070400456594E-05,2
Treatment,1,4,2,12,08/05/2017,1.31313,0.085591341,0.00755539021568,2
Treatment,1,4,2,12,08/05/2017,1.22203,0.0858001,0.007065566206854,2
Treatment,1,4,2,13,08/05/2017,0.2481,0.105271189,0.002159411128277,2
Treatment,1,4,3,1,08/05/2017,0.27675,0.121306441,0.003198489036737,2
Treatment,1,4,3,1,08/05/2017,0.19824,0.138738951,0.002996937020786,2
Treatment,1,4,3,1,08/05/2017,0.43162,0.148296806,0.007455120536197,2
Treatment,1,4,3,1,08/05/2017,0.38829,0.018247964,0.00010154874287,2
Treatment,1,4,3,1,08/05/2017,0.51634,0.028797002,0.000336294556881,2
Treatment,1,4,3,1,08/05/2017,0.85461,0.034550662,0.000801254037272,2
Treatment,1,4,3,1,08/05/2017,0.25518,0.028826158,0.000166536592025,2
Treatment,1,4,3,3,08/05/2017,1.42379,0.075872204,0.00643725706965,2
Treatment,1,4,3,3,08/05/2017,0.35183,0.032950507,0.000300017498424,2
Treatment,1,4,3,3,08/05/2017,0.80659,0.048061774,0.00146332887305,2
Treatment,1,4,3,4,08/05/2017,1.39667,0.058484107,0.003751967305457,2
Treatment,1,4,3,5,08/05/2017,1.04832,0.049474287,0.002015312850251,2
Treatment,1,4,3,5,08/05/2017,0.37097,0.064426246,0.001209355426434,2
Treatment,1,4,3,5,08/05/2017,0.08564,0.037536213,9.47691712719412E-05,2
Treatment,1,4,3,6,08/05/2017,0.61536,0.028387397,0.000389466331637,2
Treatment,1,4,3,6,08/05/2017,0.12048,0.025909928,6.35238608398357E-05,2
Treatment,1,4,3,6,08/05/2017,1.34151,0.060363752,0.003839157075669,2
Treatment,1,4,3,6,08/05/2017,0.30204,0.055610695,0.00073361908619,2
Treatment,1,4,3,7,08/05/2017,0.87902,0.091931958,0.005834737079912,2
Treatment,1,4,3,7,08/05/2017,0.39159,0.053713849,0.000887347346948,2
Treatment,1,4,3,7,08/05/2017,1.1782,0.054784608,0.00277731826255,2
Treatment,1,4,3,7,08/05/2017,0.38321,0.011656759,4.0896108416246E-05,2
Treatment,1,4,4,3,08/05/2017,1.11566,0.049921446,0.002183713655355,2
Treatment,1,4,4,4,08/05/2017,0.18738,0.053576668,0.000422439140896,2
Treatment,1,4,4,5,08/05/2017,0.34053,0.049521099,0.000655881590841,2
Treatment,1,4,4,5,08/05/2017,0.0126,0.022843533,5.16400442675849E-06,2
Treatment,1,4,4,5,08/05/2017,0.61062,0.009456202,4.28838749756747E-05,2
Treatment,1,4,4,6,08/05/2017,0.25194,0.029172922,0.000168401711583,2
Treatment,1,4,4,8,08/05/2017,0.42297,0.054215143,0.000976428158067,2
Treatment,1,4,4,8,08/05/2017,0.06361,0.033251011,5.52363050394458E-05,2
Treatment,1,4,4,8,08/05/2017,0.1146,0.03871081,0.000134877233573,2
Treatment,1,4,4,8,08/05/2017,0.19488,0.032237438,0.000159066170381,2
Treatment,1,4,4,8,08/05/2017,0.54057,0.02065322,0.000181099393952,2
Treatment,1,4,4,8,08/05/2017,1.40013,0.04766563,0.002498437850439,2
Treatment,1,4,4,9,08/05/2017,0.48459,0.098339211,0.003680589657011,2
Treatment,1,4,4,11,08/05/2017,0.57037,0.054735371,0.001342092104474,2
Control,1,5,1,3,08/05/2017,0.73337,0.037545483,0.000811947681613,2
Control,1,5,1,4,08/05/2017,0.75797,0.013690572,0.000111579579031,2
Control,1,5,1,5,08/05/2017,0.49156,0.014892254,8.5622305930725E-05,2
Control,1,5,1,6,08/05/2017,0.56686,0.019144999,0.000163183417047,2
Control,1,5,1,7,08/05/2017,0.45855,0.038486805,0.000533457629992,2
Control,1,5,1,7,08/05/2017,0.64345,0.019038206,0.000183170851032,2
Control,1,5,1,13,08/05/2017,0.32772,0.038433432,0.000380198847213,2
Control,1,5,2,1,08/05/2017,0.48703,0.022186405,0.00018828646474,2
Control,1,5,2,1,08/05/2017,0.24316,0.055572714,0.000589800128803,2
Control,1,5,2,2,08/05/2017,0.20107,0.045779734,0.000330965955112,2
Control,1,5,2,5,08/05/2017,0.56664,0.028681892,0.000366110627359,2
Control,1,5,2,6,08/05/2017,1.37728,0.0734912,0.005842280884902,2
Control,1,5,2,7,08/05/2017,1.04506,0.032083143,0.000844859620636,2
Control,1,5,2,9,08/05/2017,0.69722,0.046322962,0.001175038222516,2
Control,1,5,2,10,08/05/2017,0.74648,0.016777624,0.000165032168212,2
Control,1,5,2,11,08/05/2017,1.26227,0.072444086,0.005202926011675,2
Control,1,5,2,11,08/05/2017,1.28598,0.053853269,0.002929192212207,2
Control,1,5,2,12,08/05/2017,0.57292,0.029275148,0.000385639664554,2
Control,1,5,3,1,08/05/2017,0.92965,0.040379369,0.001190496284231,2
Control,1,5,3,1,08/05/2017,0.10855,0.050783866,0.000219872472722,2
Control,1,5,3,2,08/05/2017,0.25461,0.04840936,0.000468623057829,2
Control,1,5,3,2,08/05/2017,0.51666,0.071384507,0.002067770252586,2
Control,1,5,3,3,08/05/2017,1.30492,0.082017655,0.006894266990053,2
Control,1,5,3,3,08/05/2017,0.08483,0.016658464,1.84888070770494E-05,2
Control,1,5,3,3,08/05/2017,0.12815,0.01032894,1.07379069033707E-05,2
Control,1,5,3,3,08/05/2017,0.24504,0.007568855,1.10252099663503E-05,2
Control,1,5,3,3,08/05/2017,0.40421,0.005352887,9.09646638740411E-06,2
Control,1,5,3,4,08/05/2017,0.95101,0.059244377,0.00262161475061,2
Control,1,5,3,4,08/05/2017,1.13507,0.071836739,0.004600503642368,2
Control,1,5,3,4,08/05/2017,0.72341,0.051324835,0.00149668065792,2
Control,1,5,3,4,08/05/2017,0.07947,0.091293813,0.000520206075667,2
Control,1,5,3,4,08/05/2017,0.93399,0.078195065,0.004485288997638,2
Control,1,5,3,5,08/05/2017,0.15402,0.013143802,2.08981888771943E-05,2
Control,1,5,3,5,08/05/2017,0.60114,0.007357904,2.55607372433529E-05,2
Control,1,5,3,5,08/05/2017,0.66515,0.016791466,0.000147294434972,2
Control,1,5,3,5,08/05/2017,0.307,0.056005325,0.000756286822955,2
Control,1,5,3,5,08/05/2017,0.78535,0.056690031,0.001982285259703,2
